uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataQF
"3fe102ab-20c0-477c-8db4-612359359780","CLBJ_011.basePlot.vst","2018-11-13","vst_CLBJ_2018","D11","CLBJ","CLBJ_011",,"NEON.PLA.D11.CLBJ.00162",,"ok",,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,,"cwatson@battelleecology.org","jjamison@battelleecology.org",
"59d3da06-2249-4a10-93cf-b7d34618cfca","CLBJ_011.basePlot.vst","2018-11-13","vst_CLBJ_2018","D11","CLBJ","CLBJ_011",,"NEON.PLA.D11.CLBJ.00190",,"ok",,"Lost, burned",,,,,,,,,,,,,,,,,,,,,,,,,"cwatson@battelleecology.org","jjamison@battelleecology.org",
"37ea8023-850b-43c1-9cdb-3a7852047b47","CLBJ_011.basePlot.vst","2018-11-13","vst_CLBJ_2018","D11","CLBJ","CLBJ_011",,"NEON.PLA.D11.CLBJ.00152",,"ok",,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,,"cwatson@battelleecology.org","jjamison@battelleecology.org",
"a0a4c7ff-286e-4adc-b6ae-6a8a27e8345c","CLBJ_011.basePlot.vst","2018-11-13","vst_CLBJ_2018","D11","CLBJ","CLBJ_011",,"NEON.PLA.D11.CLBJ.00394",,"ok","single bole tree","Standing dead",11.8,130,,7.0,,,,,,,,,,,,,,,,,,,,,"cwatson@battelleecology.org","jjamison@battelleecology.org",
"5f74ba8a-c05d-4d5d-9ed1-58cc907266bc","CLBJ_011.basePlot.vst","2018-11-13","vst_CLBJ_2018","D11","CLBJ","CLBJ_011",,"NEON.PLA.D11.CLBJ.00388",,"ok","single bole tree","Live",20.3,130,,11.0,,,,,,,,,,,,,,,,,,,,,"cwatson@battelleecology.org","jjamison@battelleecology.org",
"cc24c0f7-617f-40df-90d5-5002d2b42a07","CLBJ_011.basePlot.vst","2018-11-13","vst_CLBJ_2018","D11","CLBJ","CLBJ_011",,"NEON.PLA.D11.CLBJ.00188",,"ok",,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,,"cwatson@battelleecology.org","jjamison@battelleecology.org",
"2a5ba1b7-c118-4623-ae00-197f22237e2c","CLBJ_011.basePlot.vst","2018-11-13","vst_CLBJ_2018","D11","CLBJ","CLBJ_011",,"NEON.PLA.D11.CLBJ.00184",,"ok","sapling","Standing dead",,,,0.7,,,,,,,,0.2,10,,,,,,,,,,,,"cwatson@battelleecology.org","jjamison@battelleecology.org",
"96d10933-1a40-4e28-9bc0-f751afc1e30a","CLBJ_011.basePlot.vst","2018-11-13","vst_CLBJ_2018","D11","CLBJ","CLBJ_011",,"NEON.PLA.D11.CLBJ.00197",,"ok","small tree","Standing dead",6.3,130,,1.6,,,,,,,,,,,,,,,,,,,,"QUST","cwatson@battelleecology.org","jjamison@battelleecology.org",
"8b184a4f-2011-4e05-884b-1e4393bffa0c","CLBJ_011.basePlot.vst","2018-11-13","vst_CLBJ_2018","D11","CLBJ","CLBJ_011",,"NEON.PLA.D11.CLBJ.00383A",,"ok","multi-bole tree","Standing dead",7.5,170,,8.5,,,,,,,,,,,,,,,,,,,,,"cwatson@battelleecology.org","jjamison@battelleecology.org",
"21d4cf50-531c-438f-9aa2-5eb40d98fd33","CLBJ_011.basePlot.vst","2018-11-13","vst_CLBJ_2018","D11","CLBJ","CLBJ_011",,"NEON.PLA.D11.CLBJ.00139",,"ok","small tree","Standing dead",4.7,130,,0.9,,,,,,,,,,,,,,,,,,,,,"cwatson@battelleecology.org","jjamison@battelleecology.org",
