uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataQF
"1952e3d3-1363-44ae-accf-4a3ec09fd05f","OSBS_044.basePlot.vst","2018-01-17","vst_OSBS_2017","D03","OSBS","OSBS_044",,"NEON.PLA.D03.OSBS.00095",,"ok","single bole tree","Live, broken bole",34.5,130,,18.4,,17.2,,,,,,,,,,,,,,,,,,"Fusiform. Broken at very tip of bole - impossible to estimate breakDiameter.","jmiller@battelleecology.org","dbyerley@field-ops.org","legacyData"
"9ed8c8b8-516c-4836-851c-967310b1337c","OSBS_044.basePlot.vst","2018-01-17","vst_OSBS_2017","D03","OSBS","OSBS_044",,"NEON.PLA.D03.OSBS.00096",,"ok","single bole tree","Live, disease damaged",41.6,130,,19.1,,,,,,,,,,,,,,,,,,,,"Fusiform.","jmiller@battelleecology.org","dbyerley@field-ops.org","legacyData"
"c83d6186-c8a4-4770-b368-64fb27ed80e2","OSBS_044.basePlot.vst","2018-01-17","vst_OSBS_2017","D03","OSBS","OSBS_044",,"NEON.PLA.D03.OSBS.00114",,"ok","single bole tree","Live,  other damage",33.1,130,,13.8,,,,,,,,,,,,,,,,,,,,"Missing bark at base of trunk.","jmiller@battelleecology.org","dbyerley@field-ops.org","legacyData"
"99ca5594-133f-443b-98a9-44c9b7411c0a","OSBS_044.basePlot.vst","2018-01-17","vst_OSBS_2017","D03","OSBS","OSBS_044",,"NEON.PLA.D03.OSBS.00106B",,"unknown",,"Lost, fate unknown",,,,,,,,,,,,,,,,,,,,,,,,"Tag not found.","jmiller@battelleecology.org","dbyerley@field-ops.org","legacyData"
"12e97fa5-9ae3-4ce2-89bb-770a3898501c","OSBS_044.basePlot.vst","2018-01-17","vst_OSBS_2017","D03","OSBS","OSBS_044",,"NEON.PLA.D03.OSBS.00123",,"ok","single bole tree","Live",25.9,130,,14.5,,,,,,,,,,,,,,,,,,,,,"jmiller@battelleecology.org","dbyerley@field-ops.org","legacyData"
"8f5321e9-2904-4580-aabd-14426217e135","OSBS_044.basePlot.vst","2018-01-17","vst_OSBS_2017","D03","OSBS","OSBS_044",,"NEON.PLA.D03.OSBS.00094",,"ok","single bole tree","Live, disease damaged",46.2,130,,18.4,,,,,,,,,,,,,,,,,,,,"Fusiform.","jmiller@battelleecology.org","dbyerley@field-ops.org","legacyData"
"c8b3f927-e16e-4e80-84dc-663564170875","OSBS_044.basePlot.vst","2018-01-17","vst_OSBS_2017","D03","OSBS","OSBS_044",,"NEON.PLA.D03.OSBS.08428",,"ok","sapling","Standing dead",,,,0.8,,,,,,,,1.3,10,,,,,,,,,,,"Tag moved to non-qualifying live stem.","jmiller@battelleecology.org","dbyerley@field-ops.org","legacyData"
"9d567723-e17f-4d2b-9d29-87df00dc2f07","OSBS_044.basePlot.vst","2018-01-17","vst_OSBS_2017","D03","OSBS","OSBS_044",,"NEON.PLA.D03.OSBS.08424",,"ok","sapling","No longer qualifies",,,,0.8,,,,,,,,,,,,,,,,,,,,"Tag moved to non-qualifying live stem.","jmiller@battelleecology.org","dbyerley@field-ops.org","legacyData"
"cea12c0c-c839-4b70-b1fa-fce1895e1b75","OSBS_044.basePlot.vst","2018-01-17","vst_OSBS_2017","D03","OSBS","OSBS_044",,"NEON.PLA.D03.OSBS.00134",,"ok","small tree","Live",2.5,130,,2.6,,,,,,,,,,,,,,,,,,,,,"jmiller@battelleecology.org","dbyerley@field-ops.org","legacyData"
"c29e3813-e158-4e7b-846f-d3954076c92b","OSBS_044.basePlot.vst","2018-01-17","vst_OSBS_2017","D03","OSBS","OSBS_044",,"NEON.PLA.D03.OSBS.08430",,"ok","sapling","Live",,,,0.7,,,,,,,,1.0,15,,,,,,,,,,,"Branch at 10cm.","jmiller@battelleecology.org","dbyerley@field-ops.org","legacyData"
"7362aef1-086b-4c8f-9860-bbbb6da3c894","OSBS_044.basePlot.vst","2018-01-17","vst_OSBS_2017","D03","OSBS","OSBS_044",,"NEON.PLA.D03.OSBS.00099",,"ok","single bole tree","Live, disease damaged",32.6,130,,17.5,,,,,,,,,,,,,,,,,,,,"Fusiform- heavily twisted. Pine beetle damage.","jmiller@battelleecology.org","dbyerley@field-ops.org","legacyData"
"b84de3f6-56de-4271-ba89-c5f4b2b3d50a","OSBS_044.basePlot.vst","2018-01-17","vst_OSBS_2017","D03","OSBS","OSBS_044",,"NEON.PLA.D03.OSBS.00111",,"ok","single bole tree","Live",15.7,130,,13.9,,,,,,,,,,,,,,,,,,,,,"jmiller@battelleecology.org","dbyerley@field-ops.org","legacyData"
"9c644026-dcba-43f3-89fc-66c75f3b6add","OSBS_044.basePlot.vst","2018-01-17","vst_OSBS_2017","D03","OSBS","OSBS_044",,"NEON.PLA.D03.OSBS.08424",,"ok","sapling","Standing dead",,,,0.8,,,,,,,,1.3,10,,,,,,,,,,,"Tag moved to non-qualifying live stem.","jmiller@battelleecology.org","dbyerley@field-ops.org","legacyData"
