uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataQF
"3b75d9ce-579b-407f-bc9a-3b2ffe53171f","MOAB_025.basePlot.vst","2018-08-23","vst_MOAB_2018","D13","MOAB","MOAB_025",,"NEON.PLA.D13.MOAB.00601",,"ok","small shrub","Standing dead",,,,0.8,,,,1.4,1.3,,"oblate half-sphere",5.7,10,,,,,,,,,,,,"ereilly@battelleecology.org","mgaetani@battelleecology.org",
"a3e6ee5f-e67e-4019-a4e1-b9d32a7d21fc","MOAB_025.basePlot.vst","2018-08-23","vst_MOAB_2018","D13","MOAB","MOAB_025",,"NEON.PLA.D13.MOAB.00599",,"ok","small shrub","Live",,,,0.9,0.1,,,1.9,1.3,,"ellipsoid or sphere",17.5,10,,,,,,,,,,,,"ereilly@battelleecology.org","mgaetani@battelleecology.org",
"2f60a8e8-8cf8-4b48-9db7-4fad3d91b517","MOAB_025.basePlot.vst","2018-08-23","vst_MOAB_2018","D13","MOAB","MOAB_025",,"NEON.PLA.D13.MOAB.00575",,"ok","small shrub","Live",,,,1.4,0.5,,,1.6,0.6,,"ellipsoid or sphere",6.4,10,,,,,,,,,,,,"ereilly@battelleecology.org","mgaetani@battelleecology.org",
"d81ce3f3-6f73-4be7-ba47-f36d2f75b628","MOAB_025.basePlot.vst","2018-08-23","vst_MOAB_2018","D13","MOAB","MOAB_025",,"NEON.PLA.D13.MOAB.00579",,"ok","sapling","Live, disease damaged",,,,1.2,,,,,,,,3.4,10,,,,,,,,,,,"Blisters","ereilly@battelleecology.org","mgaetani@battelleecology.org",
"a03d5a37-9a70-4f5f-80bc-6e6cb50aab41","MOAB_025.basePlot.vst","2018-08-23","vst_MOAB_2018","D13","MOAB","MOAB_025",,"NEON.PLA.D13.MOAB.00602",,"ok","small tree","Live, disease damaged",6.2,130,,2.6,,,,1.7,1.6,,,,,,,,,,,,,,,"Blisters","ereilly@battelleecology.org","mgaetani@battelleecology.org",
"3e16a2e0-2de5-4eb0-b6b1-7add8464a47d","MOAB_025.basePlot.vst","2018-08-23","vst_MOAB_2018","D13","MOAB","MOAB_025",,"NEON.PLA.D13.MOAB.00608",,"ok","sapling","Live",,,,0.4,,,,,,,,1.3,10,,,,,,,,,,,,"ereilly@battelleecology.org","mgaetani@battelleecology.org",
"e62efaea-b681-4450-b28e-e20def49b261","MOAB_025.basePlot.vst","2018-08-23","vst_MOAB_2018","D13","MOAB","MOAB_025",,"NEON.PLA.D13.MOAB.00570",,"ok","small tree","Live",4.5,130,,2.3,,,,2.9,2.3,,,,,,,,,,,,,,,,"ereilly@battelleecology.org","mgaetani@battelleecology.org",
"9381347b-5f22-41e4-acc1-1fb09245d488","MOAB_025.basePlot.vst","2018-08-23","vst_MOAB_2018","D13","MOAB","MOAB_025",,"NEON.PLA.D13.MOAB.00566A",,"ok","multi-bole tree","Live, physically damaged",11.4,130,,3.8,,,,5.2,2.9,"Full sun",,,,,,,,,,,,,,"Woodpeckers","ereilly@battelleecology.org","mgaetani@battelleecology.org",
"47b1de75-5b51-4505-8a00-88a591c25a58","MOAB_025.basePlot.vst","2018-08-23","vst_MOAB_2018","D13","MOAB","MOAB_025",,"NEON.PLA.D13.MOAB.00593",,"ok","single bole tree","Live, disease damaged",9.8,130,,2.6,,,,4.0,2.0,"Partially shaded",,,,,,,,,,,,,,"Blisters","ereilly@battelleecology.org","mgaetani@battelleecology.org",
"ec6d8429-537c-4f35-882e-6f357a8c5b8b","MOAB_025.basePlot.vst","2018-08-23","vst_MOAB_2018","D13","MOAB","MOAB_025",,"NEON.PLA.D13.MOAB.00570",,"ok","small tree","Live",4.2,130,,2.3,,,,2.9,2.3,,,,,,,,,,,,,,,,"ereilly@battelleecology.org","mgaetani@battelleecology.org",
"070b8268-57f7-4da5-b26c-d76f3e9f78e6","MOAB_025.basePlot.vst","2018-08-23","vst_MOAB_2018","D13","MOAB","MOAB_025",,"NEON.PLA.D13.MOAB.00613",,"ok","small tree","Live, disease damaged",5.3,130,,2.5,,,,2.0,2.0,,,,,,,,,,,,,,,"Blisters","ereilly@battelleecology.org","mgaetani@battelleecology.org",
"46a97a5d-c63f-4d3e-af62-eefb6e9149ba","MOAB_025.basePlot.vst","2018-08-23","vst_MOAB_2018","D13","MOAB","MOAB_025",,"NEON.PLA.D13.MOAB.00612",,"ok","small shrub","Live",,,,1.2,0.1,,,1.2,0.7,,"ellipsoid or sphere",6.6,10,,,,,,,,,,,,"ereilly@battelleecology.org","mgaetani@battelleecology.org",
"8f34f62f-20d8-4028-9349-f52496345706","MOAB_025.basePlot.vst","2018-08-23","vst_MOAB_2018","D13","MOAB","MOAB_025",,"NEON.PLA.D13.MOAB.00616",,"ok","small tree","Live, disease damaged",9.0,130,,1.6,,,,2.2,1.9,,,,,,,,,,,,,,,"Blisters","ereilly@battelleecology.org","mgaetani@battelleecology.org",
"f744a434-4cc2-44a7-976b-2ba8451ab179","MOAB_025.basePlot.vst","2018-08-23","vst_MOAB_2018","D13","MOAB","MOAB_025",,"NEON.PLA.D13.MOAB.00621",,"ok","small shrub","Live",,,,0.8,,,,1.7,1.2,,"oblate half-sphere",7.1,10,,,,,,,,,,,,"ereilly@battelleecology.org","mgaetani@battelleecology.org",
"69b9f37f-1495-4375-ac1a-96070234e805","MOAB_025.basePlot.vst","2018-08-23","vst_MOAB_2018","D13","MOAB","MOAB_025",,"NEON.PLA.D13.MOAB.00609",,"ok","small shrub","Standing dead",,,,0.8,,,,1.0,1.0,,"half-sphere",2.2,10,,,,,,,,,,,,"ereilly@battelleecology.org","mgaetani@battelleecology.org",
