uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataQF
"b0f7bc42-2d99-4137-a243-424c343218ac","MLBS_009.basePlot.vst","2018-09-24","vst_MLBS_2018","D07","MLBS","MLBS_009",,"NEON.PLA.D07.MLBS.01451A",,"ok","multi-bole tree","Live, insect damaged",12.6,130,,15.4,,,,6.1,5.6,"Partially shaded",,,,,,,,,,,,,,"Unknown insect","agifford@battelleecology.org","aferchaud@battelleecology.org",
"79c80660-f47b-4e05-89a4-733adc00cd8a","MLBS_009.basePlot.vst","2018-09-24","vst_MLBS_2018","D07","MLBS","MLBS_009",,"NEON.PLA.D07.MLBS.01476",,"ok","small tree","Standing dead",2.8,130,,2.4,,,,,,,,,,,,,,,,,,,,,"agifford@battelleecology.org","aferchaud@battelleecology.org",
"cc4fe834-2711-4700-8b34-5f3e1f1889f0","MLBS_009.basePlot.vst","2018-09-24","vst_MLBS_2018","D07","MLBS","MLBS_009",,"NEON.PLA.D07.MLBS.01473",,"ok","sapling","Live",,,,1.6,,,,,,,,1.2,10,,,,,,,,,,,,"agifford@battelleecology.org","aferchaud@battelleecology.org",
"b14dfe26-d49a-463f-a508-c8ed3e30460c","MLBS_009.basePlot.vst","2018-09-24","vst_MLBS_2018","D07","MLBS","MLBS_009",,"NEON.PLA.D07.MLBS.01434",,"ok","small tree","Live, insect damaged",5.2,130,,2.7,,,,,,,,,,,,,,,,,,,,"Unknown insect","agifford@battelleecology.org","aferchaud@battelleecology.org",
"1ad43d4f-1861-4138-a03d-d2c51439306c","MLBS_009.basePlot.vst","2018-09-24","vst_MLBS_2018","D07","MLBS","MLBS_009",,"NEON.PLA.D07.MLBS.01459",,"ok","small tree","Standing dead",5.9,130,,4.0,,,,,,,,,,,,,,,,,,,,,"agifford@battelleecology.org","aferchaud@battelleecology.org",
"bfccb15b-85be-4c85-9f8b-6114981ddeec","MLBS_009.basePlot.vst","2018-09-24","vst_MLBS_2018","D07","MLBS","MLBS_009",,"NEON.PLA.D07.MLBS.01463",,"ok","single bole tree","Live",13.6,130,,10.8,,,,5.2,4.9,"Partially shaded",,,,,,,,,,,,,,,"agifford@battelleecology.org","aferchaud@battelleecology.org",
"8458c027-e5b3-45b2-a45f-f12f0ff4e0e3","MLBS_009.basePlot.vst","2018-09-24","vst_MLBS_2018","D07","MLBS","MLBS_009",,"NEON.PLA.D07.MLBS.01480",,"ok","small tree","Live",2.5,130,,2.6,,,,,,,,,,,,,,,,,,,,,"agifford@battelleecology.org","aferchaud@battelleecology.org",
"6b7dd9c8-d01b-466d-9cf2-4d88f3182c55","MLBS_009.basePlot.vst","2018-09-24","vst_MLBS_2018","D07","MLBS","MLBS_009",,"NEON.PLA.D07.MLBS.01450",,"ok","single bole tree","Live, insect damaged",14.4,130,,14.9,,,,5.0,4.1,"Partially shaded",,,,,,,,,,,,,,"Cankerworm","agifford@battelleecology.org","aferchaud@battelleecology.org",
"bc62f16c-4f40-4e7c-a19a-19590f744549","MLBS_009.basePlot.vst","2018-09-24","vst_MLBS_2018","D07","MLBS","MLBS_009",,"NEON.PLA.D07.MLBS.01443",,"ok","small tree","Standing dead",3.6,130,,3.4,,,,,,,,,,,,,,,,,,,,,"agifford@battelleecology.org","aferchaud@battelleecology.org",
"f2aebc83-c53f-442f-a5d9-5e0d30bb34a9","MLBS_009.basePlot.vst","2018-09-24","vst_MLBS_2018","D07","MLBS","MLBS_009",,"NEON.PLA.D07.MLBS.01470",,"ok","small tree","Live",4.5,130,,4.8,,,,,,,,,,,,,,,,,,,,,"agifford@battelleecology.org","aferchaud@battelleecology.org",
"cbfefb2a-5639-48de-8a66-9cede062221c","MLBS_009.basePlot.vst","2018-09-24","vst_MLBS_2018","D07","MLBS","MLBS_009",,"NEON.PLA.D07.MLBS.01487A",,"ok","multi-bole tree","Live",9.4,130,,9.1,,,,6.5,5.4,"Partially shaded",,,,,,,,,,,,,,,"agifford@battelleecology.org","aferchaud@battelleecology.org",
"4017b464-bcd9-4fdb-8f86-12b5aaa05da3","MLBS_009.basePlot.vst","2018-09-24","vst_MLBS_2018","D07","MLBS","MLBS_009",,"NEON.PLA.D07.MLBS.01481",,"ok","small tree","No longer qualifies",6.4,130,,5.4,,,,,,,,,,,,,,,,,,,,"Subplot incorrect","agifford@battelleecology.org","aferchaud@battelleecology.org",
"20019121-606c-488f-b30f-4b8a8f80339f","MLBS_009.basePlot.vst","2018-09-24","vst_MLBS_2018","D07","MLBS","MLBS_009",,"NEON.PLA.D07.MLBS.01471",,"ok","small tree","Live",3.2,130,,4.7,,,,,,,,,,,,,,,,,,,,,"agifford@battelleecology.org","aferchaud@battelleecology.org",
"111588c0-b503-4922-a159-39140aef5ee0","MLBS_009.basePlot.vst","2018-09-24","vst_MLBS_2018","D07","MLBS","MLBS_009",,"NEON.PLA.D07.MLBS.01446",,"ok","single bole tree","Live",25.8,130,,14.9,,,,7.2,6.5,"Full sun",,,,,,,,,,,,,,,"agifford@battelleecology.org","aferchaud@battelleecology.org",
