uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataQF
"ac7dc610-1d09-4d2c-9daf-e3d7faea4145","STEI_058.basePlot.vst","2018-09-05","vst_STEI_2018","D05","STEI","STEI_058",,"NEON.PLA.D05.STEI.00281",,"ok","single bole tree","Live",11.0,130,,13.0,,,,,,,,,,,,,,,,,,,,,"hcrowley@battelleecology.org","tspadea@battelleecology.org",
"86674674-8eb8-4619-8cff-525d0eb05403","STEI_058.basePlot.vst","2018-09-05","vst_STEI_2018","D05","STEI","STEI_058",,"NEON.PLA.D05.STEI.01380",,"ok","single bole tree","Live",13.2,130,,13.8,,,,,,,,,,,,,,,,,,,,,"hcrowley@battelleecology.org","tspadea@battelleecology.org",
"9f5cd9b8-9fc4-42f2-ab15-2fd9a718bbf1","STEI_058.basePlot.vst","2018-09-05","vst_STEI_2018","D05","STEI","STEI_058",,"NEON.PLA.D05.STEI.01311",,"ok","single bole tree","Live",12.6,130,,14.4,,,,,,,,,,,,,,,,,,,,,"hcrowley@battelleecology.org","tspadea@battelleecology.org",
"8776fff5-59d9-4ff7-a8e2-a38308f279c5","STEI_058.basePlot.vst","2018-09-05","vst_STEI_2018","D05","STEI","STEI_058",,"NEON.PLA.D05.STEI.05673",,"ok","single bole tree","Live",10.5,130,,12.1,,,,,,,,,,,,,,,,,,,,,"hcrowley@battelleecology.org","tspadea@battelleecology.org",
"f906b817-731c-4144-bec2-3c11b5aeaa2c","STEI_058.basePlot.vst","2018-09-05","vst_STEI_2018","D05","STEI","STEI_058",,"NEON.PLA.D05.STEI.03207",,"ok","single bole tree","Live",12.0,130,,11.1,,,,,,,,,,,,,,,,,,,,,"hcrowley@battelleecology.org","tspadea@battelleecology.org",
"ce41698b-19e9-4b52-8df4-526e766f7ea9","STEI_058.basePlot.vst","2018-09-05","vst_STEI_2018","D05","STEI","STEI_058",,"NEON.PLA.D05.STEI.05675",,"ok","sapling","Standing dead",,,,,,,,,,,,1.5,10,,,,,,,,,,,,"hcrowley@battelleecology.org","tspadea@battelleecology.org",
"427df0ee-6f43-44c4-98c7-bf7ae738b325","STEI_058.basePlot.vst","2018-09-05","vst_STEI_2018","D05","STEI","STEI_058",,"NEON.PLA.D05.STEI.01316",,"ok","small tree","Standing dead",1.2,130,,,,,,,,,,,,,,,,,,,,,,,"hcrowley@battelleecology.org","tspadea@battelleecology.org",
"ebd159af-24ea-450a-9a10-7c86f1390a39","STEI_058.basePlot.vst","2018-09-05","vst_STEI_2018","D05","STEI","STEI_058",,"NEON.PLA.D05.STEI.01288",,"ok","small tree","Standing dead",3.1,130,,5.3,,,,,,,,,,,,,,,,,,,,,"hcrowley@battelleecology.org","tspadea@battelleecology.org",
"84a491b1-117f-44bf-9982-0f90bb82b285","STEI_058.basePlot.vst","2018-09-05","vst_STEI_2018","D05","STEI","STEI_058",,"NEON.PLA.D05.STEI.01170",,"ok","sapling","Live",,,,,,,,,,,,1.3,10,,,,,,,,,,,,"hcrowley@battelleecology.org","tspadea@battelleecology.org",
"dc13c78b-50a4-418a-b1f5-a92e7fb5b14d","STEI_058.basePlot.vst","2018-09-05","vst_STEI_2018","D05","STEI","STEI_058",,"NEON.PLA.D05.STEI.01256",,"ok","small tree","Standing dead",2.0,130,,,,,,,,,,,,,,,,,,,,,,,"hcrowley@battelleecology.org","tspadea@battelleecology.org",
"55d657f3-b6c0-49d2-bd10-29c0a2aa9401","STEI_058.basePlot.vst","2018-09-05","vst_STEI_2018","D05","STEI","STEI_058",,"NEON.PLA.D05.STEI.00264",,"ok","single bole tree","Live",10.8,130,,12.2,,,,,,,,,,,,,,,,,,,,,"hcrowley@battelleecology.org","tspadea@battelleecology.org",
"bf6813e9-b2f8-4a37-a0f4-a68008e2d1c5","STEI_058.basePlot.vst","2018-09-05","vst_STEI_2018","D05","STEI","STEI_058",,"NEON.PLA.D05.STEI.01234",,"ok","single bole tree","Live",14.3,130,,13.7,,,,,,,,,,,,,,,,,,,,,"hcrowley@battelleecology.org","tspadea@battelleecology.org",
"43845e97-364a-433f-95bb-95cf4ff2285d","STEI_058.basePlot.vst","2018-09-05","vst_STEI_2018","D05","STEI","STEI_058",,"NEON.PLA.D05.STEI.01246",,"ok","small tree","Live",2.8,130,,,,,,,,,,,,,,,,,,,,,,,"hcrowley@battelleecology.org","tspadea@battelleecology.org",
